sales_method,year,price_per_unit,margin
Online,2021,32.00,55%
Online,2021,33.00,55%
Online,2021,42.00,54%
Online,2021,52.00,55%
Online,2021,43.00,52%
Online,2021,37.00,50%
Online,2021,33.00,54%
Online,2021,33.00,52%
Online,2021,41.00,55%
Online,2021,59.00,52%
Online,2021,55.00,52%
Online,2021,50.00,53%
Online,2021,49.00,53%
Online,2021,48.00,51%
Online,2021,54.00,54%
Online,2021,63.00,54%
Online,2021,46.00,52%
Online,2021,42.00,55%
Online,2021,38.00,52%
Online,2021,36.00,51%
Online,2021,49.00,54%
Online,2021,54.00,54%
Online,2021,34.00,51%
Online,2021,29.00,53%
Online,2021,24.00,54%
Online,2021,23.00,50%
Online,2021,32.00,52%
Online,2021,36.00,51%
Online,2021,41.00,54%
Online,2021,32.00,52%
Online,2021,33.00,53%
Online,2021,32.00,53%
Online,2021,41.00,55%
Online,2021,47.00,50%
Online,2021,44.00,52%
Online,2021,33.00,53%
Online,2021,32.00,50%
Online,2021,38.00,55%
Online,2021,62.00,53%
Online,2021,64.00,51%
Online,2021,60.00,52%
Online,2021,52.00,52%
Online,2021,50.00,53%
Online,2021,53.00,51%
Online,2021,61.00,50%
Online,2021,68.00,55%
Online,2021,33.00,50%
Online,2021,34.00,47%
Online,2021,24.00,46%
Online,2021,28.00,50%
Online,2021,42.00,43%
Online,2021,33.00,40%
Online,2021,32.00,53%
Online,2021,34.00,46%
Online,2021,24.00,47%
Online,2021,28.00,50%
Online,2021,41.00,45%
Online,2021,34.00,43%
Online,2021,32.00,53%
Online,2021,34.00,47%
Online,2021,24.00,49%
Online,2021,29.00,46%
Online,2021,43.00,43%
Online,2021,33.00,45%
Online,2021,33.00,51%
Online,2021,32.00,47%
Online,2021,24.00,49%
Online,2021,27.00,47%
Online,2021,41.00,45%
Online,2021,32.00,44%
Online,2021,49.00,52%
Online,2021,42.00,46%
Online,2021,36.00,48%
Online,2021,37.00,48%
Online,2021,49.00,42%
Online,2021,52.00,41%
Online,2021,47.00,50%
Online,2021,41.00,47%
Online,2021,37.00,50%
Online,2021,37.00,50%
Online,2021,49.00,44%
Online,2021,53.00,45%
Online,2021,49.00,52%
Online,2021,42.00,48%
Online,2021,37.00,49%
Online,2021,36.00,47%
Online,2021,46.00,45%
Online,2021,54.00,42%
Online,2021,48.00,53%
Online,2021,41.00,50%
Online,2021,39.00,50%
Online,2021,37.00,46%
Online,2021,47.00,45%
Online,2021,53.00,43%
Online,2021,49.00,51%
Online,2021,44.00,45%
Online,2021,38.00,50%
Online,2021,36.00,45%
Online,2021,48.00,43%
Online,2021,54.00,40%
Online,2021,52.00,54%
Online,2021,48.00,46%
Online,2021,49.00,46%
Online,2021,49.00,50%
Online,2021,56.00,40%
Online,2021,60.00,40%
Online,2021,58.00,55%
Online,2021,45.00,47%
Online,2021,49.00,50%
Online,2021,48.00,46%
Online,2021,56.00,44%
Online,2021,62.00,43%
Online,2021,57.00,50%
Online,2021,46.00,50%
Online,2021,45.00,47%
Online,2021,49.00,47%
Online,2021,54.00,41%
Online,2021,61.00,42%
Online,2021,36.00,45%
Online,2021,38.00,50%
Online,2021,29.00,53%
Online,2021,32.00,55%
Online,2021,49.00,42%
Online,2021,36.00,51%
Online,2021,39.00,50%
Online,2021,37.00,46%
Online,2021,27.00,51%
Online,2021,33.00,55%
Online,2021,45.00,41%
Online,2021,39.00,53%
Online,2021,36.00,46%
Online,2021,39.00,45%
Online,2021,29.00,54%
Online,2021,32.00,53%
Online,2021,46.00,41%
Online,2021,39.00,50%
Online,2021,36.00,50%
Online,2021,38.00,47%
Online,2021,27.00,55%
Online,2021,32.00,51%
Online,2021,47.00,45%
Online,2021,38.00,54%
Online,2021,51.00,48%
Online,2021,47.00,45%
Online,2021,41.00,52%
Online,2021,41.00,52%
Online,2021,50.00,42%
Online,2021,54.00,55%
Online,2021,51.00,46%
Online,2021,48.00,45%
Online,2021,43.00,53%
Online,2021,41.00,55%
Online,2021,50.00,40%
Online,2021,56.00,53%
Online,2021,53.00,50%
Online,2021,47.00,45%
Online,2021,41.00,54%
Online,2021,43.00,53%
Online,2021,51.00,41%
Online,2021,55.00,50%
Online,2021,50.00,49%
Online,2021,47.00,46%
Online,2021,42.00,50%
Online,2021,41.00,50%
Online,2021,50.00,45%
Online,2021,59.00,52%
Online,2021,50.00,49%
Online,2021,47.00,45%
Online,2021,43.00,51%
Online,2021,41.00,51%
Online,2021,50.00,44%
Online,2021,58.00,54%
Online,2021,56.00,45%
Online,2021,51.00,46%
Online,2021,50.00,55%
Online,2021,52.00,50%
Online,2021,62.00,40%
Online,2021,63.00,55%
Online,2021,60.00,47%
Online,2021,53.00,46%
Online,2021,52.00,51%
Online,2021,51.00,53%
Online,2021,60.00,40%
Online,2021,64.00,55%
Online,2021,62.00,47%
Online,2021,50.00,48%
Online,2021,50.00,54%
Online,2021,53.00,54%
Online,2021,61.00,40%
Online,2021,65.00,50%
Online,2021,32.00,50%
Online,2021,33.00,47%
Online,2021,24.00,51%
Online,2021,27.00,50%
Online,2021,41.00,40%
Online,2021,33.00,55%
Online,2021,34.00,48%
Online,2021,32.00,50%
Online,2021,24.00,51%
Online,2021,29.00,53%
Online,2021,41.00,40%
Online,2021,32.00,53%
Online,2021,32.00,46%
Online,2021,32.00,49%
Online,2021,24.00,53%
Online,2021,27.00,52%
Online,2021,43.00,45%
Online,2021,32.00,50%
Online,2021,34.00,50%
Online,2021,33.00,46%
Online,2021,24.00,50%
Online,2021,27.00,51%
Online,2021,44.00,44%
Online,2021,33.00,54%
Online,2021,48.00,47%
Online,2021,41.00,50%
Online,2021,38.00,50%
Online,2021,38.00,50%
Online,2021,47.00,41%
Online,2021,51.00,52%
Online,2021,45.00,46%
Online,2021,44.00,46%
Online,2021,38.00,53%
Online,2021,39.00,54%
Online,2021,46.00,45%
Online,2021,50.00,50%
Online,2021,47.00,47%
Online,2021,42.00,50%
Online,2021,37.00,52%
Online,2021,36.00,54%
Online,2021,48.00,43%
Online,2021,54.00,53%
Online,2021,47.00,48%
Online,2021,42.00,47%
Online,2021,37.00,54%
Online,2021,36.00,51%
Online,2021,46.00,43%
Online,2021,52.00,53%
Online,2021,46.00,49%
Online,2021,41.00,50%
Online,2021,39.00,53%
Online,2021,37.00,53%
Online,2021,47.00,41%
Online,2021,50.00,53%
Online,2021,53.00,46%
Online,2021,48.00,50%
Online,2021,46.00,50%
Online,2021,48.00,52%
Online,2021,58.00,41%
Online,2021,62.00,53%
Online,2021,59.00,48%
Online,2021,46.00,49%
Online,2021,48.00,51%
Online,2021,49.00,55%
Online,2021,55.00,44%
Online,2021,59.00,53%
Online,2021,55.00,48%
Online,2021,49.00,48%
Online,2021,49.00,50%
Online,2021,47.00,51%
Online,2021,55.00,45%
Online,2021,59.00,54%
Online,2021,38.00,51%
Online,2021,37.00,52%
Online,2021,28.00,40%
Online,2021,33.00,44%
Online,2021,49.00,41%
Online,2021,37.00,50%
Online,2021,39.00,50%
Online,2021,37.00,50%
Online,2021,29.00,45%
Online,2021,32.00,44%
Online,2021,49.00,44%
Online,2021,39.00,45%
Online,2021,39.00,50%
Online,2021,38.00,54%
Online,2021,29.00,45%
Online,2021,32.00,42%
Online,2021,48.00,40%
Online,2021,38.00,49%
Online,2021,36.00,50%
Online,2021,38.00,55%
Online,2021,29.00,43%
Online,2021,32.00,45%
Online,2021,46.00,45%
Online,2021,36.00,50%
Online,2021,54.00,51%
Online,2021,48.00,53%
Online,2021,43.00,40%
Online,2021,44.00,41%
Online,2021,50.00,44%
Online,2021,55.00,49%
Online,2021,50.00,55%
Online,2021,48.00,50%
Online,2021,42.00,45%
Online,2021,42.00,42%
Online,2021,53.00,44%
Online,2021,56.00,49%
Online,2021,54.00,54%
Online,2021,48.00,53%
Online,2021,44.00,44%
Online,2021,42.00,44%
Online,2021,53.00,44%
Online,2021,56.00,48%
Online,2021,51.00,55%
Online,2021,48.00,55%
Online,2021,41.00,42%
Online,2021,41.00,41%
Online,2021,51.00,44%
Online,2021,55.00,50%
Online,2021,52.00,54%
Online,2021,47.00,52%
Online,2021,41.00,44%
Online,2021,41.00,45%
Online,2021,50.00,42%
Online,2021,54.00,49%
Online,2021,59.00,55%
Online,2021,52.00,50%
Online,2021,53.00,43%
Online,2021,50.00,40%
Online,2021,64.00,42%
Online,2021,63.00,50%
Online,2021,60.00,50%
Online,2021,51.00,52%
Online,2021,51.00,45%
Online,2021,50.00,42%
Online,2021,60.00,44%
Online,2021,67.00,47%
Online,2021,59.00,51%
Online,2021,51.00,51%
Online,2021,50.00,45%
Online,2021,53.00,42%
Online,2021,60.00,45%
Online,2021,67.00,46%
Online,2021,34.00,46%
Online,2021,34.00,45%
Online,2021,24.00,55%
Online,2021,29.00,53%
Online,2021,44.00,40%
Online,2021,33.00,54%
Online,2021,34.00,49%
Online,2021,34.00,47%
Online,2021,24.00,50%
Online,2021,29.00,54%
Online,2021,41.00,41%
Online,2021,33.00,53%
Online,2021,34.00,50%
Online,2021,34.00,45%
Online,2021,23.00,52%
Online,2021,29.00,50%
Online,2021,44.00,45%
Online,2021,32.00,54%
Online,2021,32.00,49%
Online,2021,32.00,50%
Online,2021,24.00,52%
Online,2021,29.00,53%
Online,2021,44.00,40%
Online,2021,33.00,52%
Online,2021,49.00,50%
Online,2021,43.00,45%
Online,2021,39.00,54%
Online,2021,39.00,52%
Online,2021,49.00,40%
Online,2021,52.00,53%
Online,2021,47.00,45%
Online,2021,41.00,49%
Online,2021,39.00,55%
Online,2021,39.00,54%
Online,2021,48.00,41%
Online,2021,51.00,51%
Online,2021,46.00,45%
Online,2021,41.00,50%
Online,2021,37.00,52%
Online,2021,37.00,52%
Online,2021,47.00,40%
Online,2021,50.00,50%
Online,2021,46.00,48%
Online,2021,42.00,47%
Online,2021,38.00,55%
Online,2021,37.00,53%
Online,2021,45.00,40%
Online,2021,52.00,54%
Online,2021,45.00,45%
Online,2021,43.00,48%
Online,2021,36.00,51%
Online,2021,39.00,54%
Online,2021,47.00,41%
Online,2021,52.00,51%
Online,2021,53.00,50%
Online,2021,46.00,49%
Online,2021,45.00,52%
Online,2021,47.00,50%
Online,2021,55.00,40%
Online,2021,64.00,51%
Online,2021,55.00,49%
Online,2021,46.00,45%
Online,2021,48.00,54%
Online,2021,48.00,55%
Online,2021,58.00,44%
Online,2021,60.00,52%
Online,2021,54.00,50%
Online,2021,45.00,48%
Online,2021,47.00,51%
Online,2021,48.00,50%
Online,2021,56.00,43%
Online,2021,60.00,55%
Online,2021,38.00,43%
Online,2021,38.00,44%
Online,2021,27.00,36%
Online,2021,34.00,38%
Online,2021,48.00,39%
Online,2021,38.00,41%
Online,2021,36.00,41%
Online,2021,38.00,42%
Online,2021,29.00,38%
Online,2021,32.00,38%
Online,2021,48.00,38%
Online,2021,38.00,44%
Online,2021,38.00,44%
Online,2021,38.00,45%
Online,2021,28.00,39%
Online,2021,34.00,36%
Online,2021,46.00,39%
Online,2021,39.00,41%
Online,2021,38.00,45%
Online,2021,37.00,44%
Online,2021,29.00,35%
Online,2021,32.00,39%
Online,2021,49.00,38%
Online,2021,39.00,44%
Online,2021,53.00,43%
Online,2021,47.00,43%
Online,2021,41.00,40%
Online,2021,44.00,39%
Online,2021,50.00,38%
Online,2021,55.00,41%
Online,2021,51.00,42%
Online,2021,47.00,42%
Online,2021,42.00,36%
Online,2021,41.00,35%
Online,2021,51.00,38%
Online,2021,54.00,40%
Online,2021,52.00,42%
Online,2021,49.00,43%
Online,2021,41.00,37%
Online,2021,44.00,36%
Online,2021,53.00,39%
Online,2021,55.00,42%
Online,2021,50.00,44%
Online,2021,47.00,41%
Online,2021,42.00,35%
Online,2021,42.00,36%
Online,2021,50.00,37%
Online,2021,58.00,45%
Online,2021,53.00,42%
Online,2021,49.00,40%
Online,2021,41.00,37%
Online,2021,42.00,40%
Online,2021,52.00,36%
Online,2021,57.00,45%
Online,2021,57.00,45%
Online,2021,53.00,45%
Online,2021,53.00,35%
Online,2021,54.00,38%
Online,2021,62.00,35%
Online,2021,66.00,44%
Online,2021,62.00,43%
Online,2021,52.00,44%
Online,2021,50.00,36%
Online,2021,51.00,39%
Online,2021,63.00,38%
Online,2021,64.00,45%
Online,2021,64.00,41%
Online,2021,53.00,40%
Online,2021,51.00,39%
Online,2021,52.00,38%
Online,2021,62.00,39%
Online,2021,65.00,44%
Online,2021,44.00,55%
Online,2021,42.00,60%
Online,2021,32.00,45%
Online,2021,39.00,49%
Online,2021,52.00,47%
Online,2021,44.00,51%
Online,2021,41.00,56%
Online,2021,44.00,60%
Online,2021,33.00,50%
Online,2021,36.00,46%
Online,2021,54.00,50%
Online,2021,43.00,54%
Online,2021,44.00,60%
Online,2021,42.00,57%
Online,2021,34.00,49%
Online,2021,36.00,49%
Online,2021,51.00,49%
Online,2021,41.00,55%
Online,2021,41.00,56%
Online,2021,43.00,58%
Online,2021,32.00,50%
Online,2021,36.00,50%
Online,2021,51.00,46%
Online,2021,44.00,51%
Online,2021,55.00,57%
Online,2021,54.00,56%
Online,2021,49.00,46%
Online,2021,46.00,47%
Online,2021,55.00,47%
Online,2021,60.00,52%
Online,2021,58.00,58%
Online,2021,53.00,59%
Online,2021,45.00,47%
Online,2021,47.00,45%
Online,2021,58.00,50%
Online,2021,62.00,52%
Online,2021,54.00,57%
Online,2021,51.00,56%
Online,2021,46.00,48%
Online,2021,46.00,49%
Online,2021,54.00,47%
Online,2021,61.00,52%
Online,2021,58.00,60%
Online,2021,53.00,59%
Online,2021,48.00,46%
Online,2021,49.00,47%
Online,2021,57.00,49%
Online,2021,61.00,51%
Online,2021,56.00,57%
Online,2021,50.00,60%
Online,2021,46.00,50%
Online,2021,45.00,49%
Online,2021,58.00,47%
Online,2021,59.00,55%
Online,2021,62.00,60%
Online,2021,54.00,59%
Online,2021,59.00,50%
Online,2021,55.00,48%
Online,2021,66.00,48%
Online,2021,71.00,53%
Online,2021,64.00,60%
Online,2021,55.00,58%
Online,2021,57.00,48%
Online,2021,55.00,50%
Online,2021,67.00,50%
Online,2021,70.00,53%
Online,2021,64.00,60%
Online,2021,55.00,55%
Online,2021,55.00,47%
Online,2021,56.00,45%
Online,2021,67.00,48%
Online,2021,68.00,52%
Online,2021,49.00,55%
Online,2021,45.00,53%
Online,2021,38.00,45%
Online,2021,43.00,40%
Online,2021,59.00,44%
Online,2021,49.00,45%
Online,2021,49.00,53%
Online,2021,45.00,51%
Online,2021,39.00,44%
Online,2021,42.00,43%
Online,2021,56.00,43%
Online,2021,46.00,48%
Online,2021,49.00,50%
Online,2021,49.00,51%
Online,2021,38.00,41%
Online,2021,44.00,42%
Online,2021,58.00,45%
Online,2021,45.00,47%
Online,2021,48.00,53%
Online,2021,49.00,55%
Online,2021,38.00,44%
Online,2021,44.00,41%
Online,2021,57.00,45%
Online,2021,46.00,46%
Online,2021,64.00,53%
Online,2021,54.00,54%
Online,2021,51.00,42%
Online,2021,52.00,40%
Online,2021,63.00,45%
Online,2021,65.00,46%
Online,2021,59.00,53%
Online,2021,56.00,51%
Online,2021,53.00,44%
Online,2021,52.00,42%
Online,2021,60.00,43%
Online,2021,66.00,47%
Online,2021,64.00,53%
Online,2021,55.00,50%
Online,2021,54.00,41%
Online,2021,53.00,44%
Online,2021,60.00,41%
Online,2021,64.00,49%
Online,2021,60.00,51%
Online,2021,58.00,54%
Online,2021,52.00,45%
Online,2021,51.00,42%
Online,2021,59.00,45%
Online,2021,64.00,47%
Online,2021,59.00,52%
Online,2021,54.00,52%
Online,2021,52.00,43%
Online,2021,53.00,42%
Online,2021,64.00,43%
Online,2021,68.00,46%
Online,2021,64.00,53%
Online,2021,62.00,53%
Online,2021,59.00,44%
Online,2021,62.00,43%
Online,2021,71.00,43%
Online,2021,72.00,48%
Online,2021,68.00,53%
Online,2021,62.00,52%
Online,2021,63.00,45%
Online,2021,64.00,40%
Online,2021,71.00,42%
Online,2021,78.00,47%
Online,2021,71.00,55%
Online,2021,59.00,55%
Online,2021,62.00,42%
Online,2021,62.00,44%
Online,2021,74.00,43%
Online,2021,74.00,49%
Online,2021,52.00,46%
Online,2021,50.00,47%
Online,2021,44.00,35%
Online,2021,49.00,37%
Online,2021,60.00,37%
Online,2021,54.00,45%
Online,2021,52.00,45%
Online,2021,53.00,46%
Online,2021,43.00,40%
Outlet,2020,34.00,52%
Outlet,2020,36.00,35%
Outlet,2020,32.00,37%
Outlet,2020,36.00,37%
Outlet,2020,43.00,37%
Outlet,2020,38.00,32%
Outlet,2020,33.00,52%
Outlet,2020,39.00,33%
Outlet,2020,32.00,38%
Outlet,2020,32.00,38%
Outlet,2020,43.00,35%
Outlet,2020,36.00,29%
Outlet,2020,40.00,52%
Outlet,2020,35.00,36%
Outlet,2020,27.00,41%
Outlet,2020,31.00,40%
Outlet,2020,43.00,32%
Outlet,2020,36.00,27%
Outlet,2020,33.00,54%
Outlet,2020,35.00,33%
Outlet,2020,28.00,38%
Outlet,2020,31.00,37%
Outlet,2020,44.00,36%
Outlet,2020,39.00,27%
Outlet,2020,44.00,52%
Outlet,2020,37.00,35%
Outlet,2020,36.00,42%
Outlet,2020,33.00,40%
Outlet,2020,47.00,35%
Outlet,2020,44.00,29%
Outlet,2020,47.00,52%
Outlet,2020,41.00,34%
Outlet,2020,37.00,41%
Outlet,2020,38.00,38%
Outlet,2020,45.00,34%
Outlet,2020,46.00,32%
Outlet,2020,44.00,52%
Outlet,2020,41.00,37%
Outlet,2020,35.00,42%
Outlet,2020,35.00,37%
Outlet,2020,46.00,34%
Outlet,2020,47.00,27%
Outlet,2020,41.00,52%
Outlet,2020,37.00,34%
Outlet,2020,37.00,37%
Outlet,2020,40.00,40%
Outlet,2020,43.00,33%
Outlet,2020,48.00,30%
Outlet,2020,39.00,55%
Outlet,2020,43.00,33%
Outlet,2020,36.00,39%
Outlet,2020,34.00,39%
Outlet,2020,44.00,37%
Outlet,2020,45.00,30%
Outlet,2020,51.00,32%
Outlet,2020,50.00,28%
Outlet,2020,46.00,56%
Outlet,2020,40.00,36%
Outlet,2020,43.00,42%
Outlet,2020,41.00,37%
Outlet,2020,47.00,36%
Outlet,2020,53.00,28%
Outlet,2020,48.00,56%
Outlet,2020,43.00,35%
Outlet,2020,42.00,40%
Outlet,2020,41.00,40%
Outlet,2020,48.00,37%
Outlet,2020,48.00,30%
Outlet,2020,20.00,39%
Outlet,2020,26.00,37%
Outlet,2020,27.00,39%
Outlet,2020,27.00,52%
Outlet,2020,26.00,34%
Outlet,2020,25.00,56%
Outlet,2020,20.00,41%
Outlet,2020,23.00,42%
Outlet,2020,27.00,41%
Outlet,2020,26.00,50%
Outlet,2020,28.00,33%
Outlet,2020,26.00,55%
Outlet,2020,20.00,42%
Outlet,2020,30.00,39%
Outlet,2020,23.00,42%
Outlet,2020,30.00,48%
Outlet,2020,35.00,32%
Outlet,2020,29.00,55%
Outlet,2020,23.00,37%
Outlet,2020,29.00,41%
Outlet,2020,24.00,37%
Outlet,2020,28.00,48%
Outlet,2020,34.00,34%
Outlet,2020,27.00,55%
Outlet,2020,24.00,39%
Outlet,2020,30.00,42%
Outlet,2020,23.00,37%
Outlet,2020,31.00,51%
Outlet,2020,35.00,35%
Outlet,2020,32.00,57%
Outlet,2020,28.00,41%
Outlet,2020,33.00,42%
Outlet,2020,27.00,40%
Outlet,2020,26.00,48%
Outlet,2020,29.00,32%
Outlet,2020,38.00,57%
Outlet,2020,29.00,40%
Outlet,2020,32.00,42%
Outlet,2020,29.00,41%
Outlet,2020,28.00,52%
Outlet,2020,33.00,36%
Outlet,2020,36.00,52%
Outlet,2020,27.00,37%
Outlet,2020,33.00,38%
Outlet,2020,29.00,41%
Outlet,2020,30.00,48%
Outlet,2020,35.00,34%
Outlet,2020,39.00,54%
Outlet,2020,33.00,42%
Outlet,2020,32.00,37%
Outlet,2020,36.00,38%
Outlet,2020,37.00,50%
Outlet,2020,36.00,36%
Outlet,2020,42.00,57%
Outlet,2020,31.00,39%
Outlet,2020,29.00,39%
Outlet,2020,39.00,37%
Outlet,2020,36.00,47%
Outlet,2020,35.00,37%
Outlet,2020,43.00,54%
Outlet,2020,34.00,38%
Outlet,2020,31.00,40%
Outlet,2020,34.00,39%
Outlet,2020,36.00,50%
Outlet,2020,30.00,32%
Outlet,2020,44.00,57%
Outlet,2020,32.00,40%
Outlet,2020,34.00,42%
Outlet,2020,38.00,38%
Outlet,2020,36.00,52%
Outlet,2020,30.00,36%
Outlet,2020,41.00,55%
Outlet,2020,30.00,39%
Outlet,2020,33.00,23%
Outlet,2020,33.00,42%
Outlet,2020,35.00,36%
Outlet,2020,38.00,54%
Outlet,2020,36.00,21%
Outlet,2020,28.00,42%
Outlet,2020,36.00,25%
Outlet,2020,40.00,41%
Outlet,2020,39.00,34%
Outlet,2020,42.00,57%
Outlet,2020,33.00,22%
Outlet,2020,36.00,39%
Outlet,2020,39.00,23%
Outlet,2020,47.00,42%
Outlet,2020,48.00,32%
Outlet,2020,51.00,54%
Outlet,2020,41.00,20%
Outlet,2020,40.00,38%
Outlet,2020,51.00,25%
Outlet,2020,46.00,39%
Outlet,2020,48.00,34%
Outlet,2020,47.00,56%
Outlet,2020,62.00,19%
Outlet,2020,44.00,44%
Outlet,2021,51.00,27%
Outlet,2021,46.00,44%
Outlet,2021,42.00,42%
Outlet,2021,49.00,57%
Outlet,2021,58.00,23%
Outlet,2021,41.00,43%
Outlet,2021,50.00,30%
Outlet,2021,42.00,45%
Outlet,2021,41.00,41%
Outlet,2021,44.00,61%
Outlet,2021,60.00,26%
Outlet,2021,41.00,38%
Outlet,2021,49.00,24%
Outlet,2021,46.00,40%
Outlet,2021,46.00,36%
Outlet,2021,44.00,56%
Outlet,2021,56.00,19%
Outlet,2021,45.00,40%
Outlet,2021,47.00,22%
Outlet,2021,51.00,39%
Outlet,2021,52.00,34%
Outlet,2021,59.00,57%
Outlet,2021,60.00,22%
Outlet,2021,40.00,35%
Outlet,2021,42.00,17%
Outlet,2021,39.00,34%
Outlet,2021,39.00,27%
Outlet,2021,43.00,48%
Outlet,2021,51.00,15%
Outlet,2021,36.00,33%
Outlet,2021,39.00,18%
Outlet,2021,42.00,33%
Outlet,2021,42.00,31%
Outlet,2021,50.00,47%
Outlet,2021,46.00,12%
Outlet,2021,39.00,35%
Outlet,2021,46.00,20%
Outlet,2021,40.00,34%
Outlet,2021,37.00,29%
Outlet,2021,51.00,47%
Outlet,2021,56.00,15%
Outlet,2021,40.00,33%
Outlet,2021,46.00,21%
Outlet,2021,44.00,33%
Outlet,2021,40.00,30%
Outlet,2021,43.00,52%
Outlet,2021,50.00,17%
Outlet,2021,26.00,43%
Outlet,2021,35.00,30%
Outlet,2021,36.00,42%
Outlet,2021,33.00,38%
Outlet,2021,36.00,59%
Outlet,2021,29.00,23%
Outlet,2021,28.00,46%
Outlet,2021,30.00,31%
Outlet,2021,33.00,42%
Outlet,2021,34.00,41%
Outlet,2021,40.00,57%
Outlet,2021,32.00,26%
Outlet,2021,24.00,44%
Outlet,2021,36.00,28%
Outlet,2021,33.00,46%
Outlet,2021,36.00,39%
Outlet,2021,36.00,59%
Outlet,2021,33.00,23%
Outlet,2021,31.00,46%
Outlet,2021,34.00,29%
Outlet,2021,38.00,47%
Outlet,2021,31.00,38%
Outlet,2021,38.00,61%
Outlet,2021,49.00,27%
Outlet,2021,32.00,47%
Outlet,2021,34.00,30%
Outlet,2021,36.00,45%
Outlet,2021,33.00,38%
Outlet,2021,38.00,59%
Outlet,2021,43.00,22%
Outlet,2021,36.00,44%
Outlet,2021,35.00,30%
Outlet,2021,35.00,42%
Outlet,2021,32.00,37%
Outlet,2021,39.00,60%
Outlet,2021,48.00,22%
Outlet,2021,30.00,47%
Outlet,2021,37.00,29%
Outlet,2021,33.00,46%
Outlet,2021,29.00,40%
Outlet,2021,38.00,60%
Outlet,2021,51.00,23%
Outlet,2021,36.00,45%
Outlet,2021,41.00,31%
Outlet,2021,34.00,44%
Outlet,2021,36.00,38%
Outlet,2021,43.00,62%
Outlet,2021,46.00,23%
Outlet,2021,38.00,46%
Outlet,2021,39.00,27%
Outlet,2021,38.00,45%
Outlet,2021,39.00,40%
Outlet,2021,44.00,62%
Outlet,2021,49.00,22%
Outlet,2021,36.00,47%
Outlet,2021,43.00,30%
Outlet,2021,33.00,42%
Outlet,2021,33.00,42%
Outlet,2021,46.00,62%
Outlet,2021,46.00,24%
Outlet,2021,40.00,46%
Outlet,2021,42.00,30%
Outlet,2021,35.00,46%
Outlet,2021,33.00,42%
Outlet,2021,46.00,57%
Outlet,2021,49.00,24%
Outlet,2021,39.00,46%
Outlet,2021,42.00,28%
Outlet,2021,39.00,46%
Outlet,2021,35.00,40%
Outlet,2021,43.00,62%
Outlet,2021,44.00,25%
Outlet,2021,36.00,45%
Outlet,2021,31.00,41%
Outlet,2021,24.00,39%
Outlet,2021,27.00,46%
Outlet,2021,26.00,27%
Outlet,2021,24.00,48%
Outlet,2021,19.00,32%
Outlet,2021,23.00,36%
Outlet,2021,27.00,35%
Outlet,2021,28.00,45%
Outlet,2021,26.00,32%
Outlet,2021,26.00,51%
Outlet,2021,21.00,39%
Outlet,2021,31.00,40%
Outlet,2021,20.00,38%
Outlet,2021,26.00,47%
Outlet,2021,29.00,37%
Outlet,2021,27.00,54%
Outlet,2021,13.00,40%
Outlet,2021,21.00,40%
Outlet,2021,20.00,39%
Outlet,2021,20.00,49%
Outlet,2021,26.00,36%
Outlet,2021,22.00,57%
Outlet,2021,13.00,38%
Outlet,2021,22.00,42%
Outlet,2021,19.00,40%
Outlet,2021,27.00,49%
Outlet,2021,38.00,36%
Outlet,2021,34.00,52%
Outlet,2021,30.00,37%
Outlet,2021,40.00,41%
Outlet,2021,30.00,39%
Outlet,2021,29.00,49%
Outlet,2021,40.00,37%
Outlet,2021,42.00,55%
Outlet,2021,34.00,42%
Outlet,2021,34.00,42%
Outlet,2021,33.00,42%
Outlet,2021,32.00,55%
Outlet,2021,39.00,38%
Outlet,2021,47.00,57%
Outlet,2021,34.00,43%
Outlet,2021,43.00,46%
Outlet,2021,35.00,47%
Outlet,2021,38.00,54%
Outlet,2021,43.00,41%
Outlet,2021,43.00,60%
Outlet,2021,38.00,46%
Outlet,2021,38.00,47%
Outlet,2021,47.00,45%
Outlet,2021,41.00,55%
Outlet,2021,37.00,40%
Outlet,2021,33.00,59%
Outlet,2021,30.00,44%
Outlet,2021,29.00,47%
Outlet,2021,32.00,44%
Outlet,2021,30.00,54%
Outlet,2021,30.00,40%
Outlet,2021,39.00,58%
Outlet,2021,31.00,43%
Outlet,2021,27.00,45%
Outlet,2021,51.00,44%
Outlet,2021,50.00,52%
Outlet,2021,46.00,39%
Outlet,2021,51.00,61%
Outlet,2021,46.00,47%
Outlet,2021,39.00,42%
Outlet,2021,46.00,44%
Outlet,2021,44.00,56%
Outlet,2021,47.00,37%
Outlet,2021,54.00,60%
Outlet,2021,34.00,62%
Outlet,2021,34.00,39%
Outlet,2021,28.00,42%
Outlet,2021,28.00,43%
Outlet,2021,42.00,41%
Outlet,2021,32.00,34%
Outlet,2021,32.00,60%
Outlet,2021,32.00,40%
Outlet,2021,25.00,45%
Outlet,2021,28.00,42%
Outlet,2021,39.00,37%
Outlet,2021,30.00,35%
Outlet,2021,39.00,58%
Outlet,2021,33.00,37%
Outlet,2021,29.00,45%
Outlet,2021,32.00,44%
Outlet,2021,41.00,34%
Outlet,2021,38.00,31%
Outlet,2021,35.00,57%
Outlet,2021,37.00,32%
Outlet,2021,27.00,42%
Outlet,2021,36.00,38%
Outlet,2021,45.00,37%
Outlet,2021,39.00,27%
Outlet,2021,44.00,52%
Outlet,2021,40.00,33%
Outlet,2021,38.00,37%
Outlet,2021,42.00,40%
Outlet,2021,51.00,37%
